Chromosome;Start;End;Name;Length;Strand;Half-life (h);k (cpm/h);stderror Half-life;stderror k;Rsquare
chr10;93484619;93484896;Lta4h;277;+;5.767233774;0.120187114;1.840966638;0.0563539;0.717787113
chr17;26280459;26280730;Luc7l;271;+;1.939419922;0.357399227;0.227258048;0.047438184;0.96463341
chr17;26281718;26281968;Luc7l;250;+;2.949582028;0.234998442;0.576454756;0.057083314;0.896336278
chr17;26285256;26285507;Luc7l;251;+;1.776651992;0.390142348;0.567526132;0.183120703;0.672690966
chr6;38603626;38603878;Luc7l2;252;+;2.987187849;0.232040038;0.417941371;0.037746138;0.954021675
chr6;38608691;38608941;Luc7l2;250;+;3.389186798;0.204517255;1.081608685;0.095861387;0.781407638
chr6;38609220;38609470;Luc7l2;250;+;2.513121135;0.275811289;0.838549949;0.138113891;0.753142487
chr4;136549063;136549318;Luzp1;255;+;1.780866005;0.389219166;0.327196211;0.087606578;0.906815656
chr15;74959084;74959334;Ly6e;250;+;5.403723432;0.128272142;1.692197326;0.05848316;0.750763419
chr5;38234047;38234306;Lyar;259;+;4.885540998;0.141877262;0.999083204;0.036472077;0.898475537
chr1;4846484;4846737;Lypla1;253;+;7.111611105;0.097466969;3.225032769;0.080876839;0.70731583
chr11;78839022;78839389;Lyrm9;367;+;4.505616115;0.15384071;1.608674947;0.085427933;0.683971205
chr4;149496407;149496667;Lzic;260;+;3.004964322;0.230667358;0.894501186;0.097766325;0.7895094
chr16;17526081;17526333;Lztr1;252;+;3.308419015;0.209510095;1.124986745;0.107947511;0.718307198
chr6;122316539;122316789;M6pr;250;+;3.847289629;0.180165064;1.134402609;0.075336613;0.771617033
chr6;122317328;122317680;M6pr;352;+;4.92448649;0.14075522;1.483770886;0.060699146;0.824270959
chr6;66540741;66541110;Mad2l1;369;+;3.81082055;0.181889221;0.766146893;0.04576972;0.909490804
chr4;148145428;148145704;Mad2l2;276;+;6.099158803;0.113646357;2.266974038;0.067228841;0.745373873
chr5;33373044;33373296;Maea;252;+;2.975224869;0.232973039;0.472681088;0.044004005;0.941984153
chr15;76354124;76354378;Maf1;254;+;4.12487235;0.16804088;1.005969924;0.054199859;0.88028222
chr4;107887144;107887424;Magoh;280;+;7.944419043;0.087249574;1.762040216;0.024867007;0.943002317
chr1;57415654;57415958;Maip1;304;+;3.783342885;0.183210246;1.142304469;0.079242271;0.764433061
chr6;49084454;49084717;Malsu1;263;+;2.88752495;0.240048897;0.433760492;0.04243428;0.942795846
chr9;57141956;57142210;Man2c1;254;+;3.64926626;0.18994152;0.967672766;0.068541797;0.753538834
chr3;135571153;135571403;Manba;250;+;4.05972948;0.170737283;0.83717855;0.044355417;0.91005156
chr2;157396512;157396763;Manbal;251;+;3.314494767;0.209126045;1.329953933;0.140147283;0.655996364
chrX;16685384;16685743;Maoa;359;+;7.414611085;0.093483957;1.829607478;0.03062468;0.91207483
chr2;155277823;155278073;Map1lc3a;250;+;14.41577637;0.048082543;8.560857273;0.070304607;0.682267974
chr8;121597797;121598049;Map1lc3b;252;+;3.912546379;0.177160119;0.564522802;0.029871631;0.957193524
chr8;70917278;70917529;Map1s;251;+;1.916528947;0.361667994;0.57845979;0.156352451;0.695841755
chr10;81123622;81123901;Map2k2;279;+;3.904375916;0.177530851;0.872922972;0.051120951;0.854942932
chr10;81124444;81124697;Map2k2;253;+;2.785265535;0.248862154;0.877779598;0.114520436;0.699523224
chr11;60952553;60952803;Map2k3;250;+;3.172375723;0.218494668;0.890948706;0.085327096;0.813069966
chr8;4247641;4247897;Map2k7;256;+;3.707313519;0.186967511;1.147801379;0.083844715;0.760965373
chr4;32023216;32023470;Map3k7;254;+;2.182036248;0.317660709;0.390616745;0.069265514;0.90868065
chr9;110082921;110083171;Map4;250;+;3.173135619;0.218442343;0.860148277;0.081233823;0.784548057
chr9;110083696;110083954;Map4;258;+;4.257600677;0.162802299;1.188371031;0.06303521;0.824380002
chr1;40026049;40026310;Map4k4;261;+;4.097619563;0.1691585;0.608883737;0.029522975;0.953421902
chr7;99320097;99320352;Map6;255;+;3.646651419;0.190077718;1.318296381;0.107620515;0.703445707
chr10;20281266;20281590;Map7;324;+;3.6987786;0.187398938;0.614773857;0.037356612;0.929987286
chrX;159498334;159498757;Map7d2;423;+;4.571403569;0.151626775;1.656160984;0.086139778;0.640552046
chr3;82395015;82395268;Map9;253;+;1.496275142;0.463248477;0.562535364;0.279085947;0.630309765
chr16;17045025;17045281;Mapk1;256;+;4.129870665;0.167837503;1.000827377;0.05368298;0.880122062
chr16;17047087;17047453;Mapk1;366;+;4.021847794;0.172345453;0.821650934;0.044249716;0.908194656
chr17;28748154;28748406;Mapk14;252;+;3.273878283;0.21172051;0.641631604;0.051608602;0.914382327
chr14;47322841;47323204;Mapk1ip1l;363;+;3.592514627;0.192942062;0.720180525;0.048376376;0.916100155
chr7;126765565;126765818;Mapk3;253;+;5.103650094;0.135814009;1.813385045;0.074852053;0.750292856
chr2;153767085;153767524;Mapre1;439;+;8.268566763;0.083829181;3.955515061;0.07688004;0.698273745
chr2;153773064;153773314;Mapre1;250;+;5.988958316;0.11573752;1.527890963;0.039639462;0.866826765
chr18;23892114;23892366;Mapre2;252;+;4.342787853;0.159608805;1.445988237;0.079671529;0.65487462
chr19;37221571;37222138;05-Mar;567;+;3.722584188;0.186200539;0.677258431;0.041409654;0.927469413
chr2;60248951;60249210;07-Mar;259;+;1.989245175;0.348447335;0.323346838;0.067632785;0.929504478
chr4;129515728;129515981;Marcksl1;253;+;6.681233121;0.103745397;1.928504968;0.042096562;0.866453167
chr12;111655566;111655816;Mark3;250;+;4.019168496;0.172460344;1.272523282;0.079901038;0.77863496
chr12;111655822;111656227;Mark3;405;+;3.049386157;0.227307119;0.623302527;0.0583991;0.879682009
chr19;42151447;42151703;Marveld1;256;+;2.884981237;0.240260551;0.676160684;0.073548183;0.840330124
chr18;35591176;35591472;Matr3;296;+;5.14539344;0.134712183;1.06036498;0.034967708;0.910398935
chr2;131247773;131248024;Mavs;251;+;1.758969447;0.394064366;0.504983586;0.158690814;0.742641073
chr9;44142471;44142726;Mcam;255;+;4.380100885;0.158249136;1.220779809;0.061148375;0.850603861
chr3;95660767;95661017;Mcl1;250;+;2.249312059;0.308159634;0.435663551;0.074024222;0.911941201
chr3;95661689;95661939;Mcl1;250;+;2.435656323;0.284583327;0.420393384;0.059365429;0.935605271
chr3;95662927;95663178;Mcl1;251;+;1.985006433;0.349191403;0.317258577;0.066427288;0.941766597
chr10;76515601;76515858;Mcm3ap;257;+;5.266174713;0.131622519;1.214808075;0.0394672;0.911919504
chr8;75127228;75127768;Mcm5;540;+;4.41343817;0.157053788;0.657718466;0.027503963;0.957584449
chrX;38613174;38613525;Mcts1;351;+;7.947037106;0.087220831;3.169327374;0.057858552;0.793192939
chr2;152687597;152687947;Mcts2;350;+;5.008438341;0.13839587;1.7362615;0.073434729;0.76852575
chr17;35859419;35859670;Mdc1;251;+;2.978162631;0.232743227;0.632814677;0.062798072;0.895038966
chr5;135790136;135790393;Mdh2;257;+;7.213098956;0.096095615;1.391121211;0.022961381;0.947229623
chr4;32774948;32775217;Mdn1;269;+;2.995255943;0.231415009;0.397745897;0.035435617;0.954784986
chr17;46682847;46683126;Mea1;279;+;5.801998374;0.119466973;2.100034969;0.067770746;0.730208311
chr4;125109635;125110070;Meaf6;435;+;5.010970761;0.138325928;1.779987173;0.076205394;0.753825459
chr13;69815844;69816096;Med10;252;+;5.171166795;0.13404077;1.445084092;0.05198494;0.851881535
chrX;101297127;101297377;Med12;250;+;5.217827945;0.132842092;2.029159443;0.084536158;0.715075049
chr5;118765185;118765437;Med13l;252;+;3.749383798;0.184869626;1.058028024;0.072676101;0.840083076
chr2;84687809;84688216;Med19;407;+;5.348123242;0.129605686;1.735426132;0.062258498;0.790187893
chr17;47623997;47624418;Med20;421;+;2.017213709;0.343616136;0.346537652;0.071274098;0.930789481
chr6;146650326;146650601;Med21;275;+;5.210239313;0.133035575;1.95447333;0.079862768;0.756455467
chr10;24913006;24913529;Med23;523;+;2.643508635;0.262207269;0.70836036;0.095980881;0.790201425
chr2;29524539;29524790;Med27;251;+;3.973761705;0.174430988;0.817147166;0.045154638;0.900765844
chr5;45525330;45525605;Med28;275;+;4.021720007;0.172350929;1.204107882;0.073654252;0.818685413
chr15;52730047;52730432;Med30;385;+;4.900777262;0.141436173;2.076391033;0.103978981;0.623993169
chr14;73518295;73518549;Med4;254;+;1.70181833;0.407297987;0.325513053;0.096330962;0.889798795
chr11;46441274;46441527;Med7;253;+;1.536746869;0.451048377;0.223332469;0.076696089;0.945154825
chr4;118414863;118415113;Med8;250;+;4.703962267;0.147353899;1.294077693;0.05592195;0.856593264
chr11;59960875;59961125;Med9;250;+;2.475011033;0.280058218;0.676134824;0.105264116;0.660365873
chr3;88171841;88172091;Mef2d;250;+;2.36997418;0.292470351;0.677769416;0.117141532;0.701915877
chr12;109571479;109571729;Meg3;250;+;4.082929967;0.1697671;0.755647935;0.03855524;0.926746919
chr4;44364032;44364294;Melk;262;+;4.646067187;0.14919009;0.992878589;0.040547495;0.909451971
chr19;6340644;6340894;Men1;250;+;2.677978744;0.258832219;0.379484184;0.042733507;0.952927395
chr7;83898931;83899181;Mesdc2;250;+;3.290197261;0.210670402;0.62410487;0.049315779;0.917745716
chr6;30748205;30748466;Mest;261;+;4.487817859;0.154450827;1.23309634;0.058515836;0.825051391
chr10;127045702;127045952;Mettl1;250;+;2.829204413;0.244997207;0.878060265;0.110254444;0.659562708
chr11;74817886;74818136;Mettl16;250;+;7.084433402;0.097840877;3.00481265;0.07206393;0.703100517
chr14;51891611;51891868;Mettl17;257;+;3.046310336;0.227536628;0.653486626;0.062140868;0.874909457
chr3;88541142;88541394;Mex3a;252;+;2.911383734;0.238081697;0.765452815;0.084923659;0.84821217
chr18;73592317;73592578;Mex3c;261;+;2.220754609;0.312122365;0.501279035;0.090993091;0.855782005
chr6;122528382;122528634;Mfap5;252;+;5.277092979;0.131350193;2.176526243;0.092204802;0.600067386
chr1;82752139;82752389;Mff;250;+;3.536847647;0.195978806;0.794519416;0.056779843;0.876725752
chr3;67603981;67604231;Mfsd1;250;+;3.922188962;0.176724576;0.743311959;0.041323238;0.920474542
chr10;81365966;81366224;Mfsd12;258;+;1.914882225;0.361979014;0.651848835;0.186816596;0.606916379
chr15;76703240;76703573;Mfsd3;333;+;2.875124407;0.241084239;0.941732296;0.117429265;0.640439455
chr15;102281494;102281751;Mfsd5;257;+;2.118990618;0.327111963;0.310615216;0.056186317;0.945610297
chr2;119967390;119967747;Mga;357;+;3.064049766;0.226219296;1.068598284;0.121144289;0.638999045
chr11;49262774;49263024;Mgat1;250;+;2.462144345;0.281521748;0.676270296;0.106605948;0.821507965
chr12;69186452;69186773;Mgat2;321;+;1.812296193;0.382469037;0.408366683;0.111250323;0.868334553
chr11;50234853;50235104;Mgat4b;251;+;5.786692973;0.119782954;1.737472838;0.05139746;0.835612398
chr2;144280095;144280514;Mgme1;419;+;1.882166949;0.368270828;0.323209725;0.076351494;0.924035995
chr16;4938042;4938296;Mgrn1;254;+;4.00881882;0.172905589;0.912911363;0.050985851;0.892035342
chr12;59189700;59190220;Mia2;520;+;3.086582172;0.224567869;0.757956283;0.073095738;0.84250374
chrX;10719443;10719702;Mid1ip1;259;+;1.895887166;0.365605714;0.278175327;0.062868112;0.949204841
chr10;80158114;80158368;Midn;254;+;2.921412749;0.237264379;0.662601448;0.069599316;0.887702186
chr15;80253121;80253373;Mief1;252;+;1.522710783;0.455206063;0.343575039;0.132637351;0.830940356
chr4;103165497;103165754;Mier1;257;+;1.354346403;0.511794604;0.20343326;0.090463859;0.932257089
chr11;70614225;70614482;Mink1;257;+;5.19522599;0.133420025;2.032704556;0.085755464;0.663421273
chr19;32515103;32515370;Minpp1;267;+;4.20409;0.164874487;1.150782536;0.062140705;0.805338995
chr14;64593711;64593961;Mir124a-1hg;250;+;2.685936;0.258065412;1.116885729;0.18369684;0.621181048
chr12;109749207;109749457;Mirg;250;+;2.646367345;0.261924023;0.608544069;0.078216945;0.832726341
chr11;71026884;71027358;Mis12;474;+;0.989313399;0.700634583;0.124910323;0.101245003;0.954202405
chr16;13417272;13417529;Mkl2;257;+;1.453614245;0.476843965;0.322328668;0.135863555;0.824788433
chr6;31507714;31507969;Mkln1;255;+;3.828035268;0.181071263;1.118319454;0.074729429;0.760191967
chr6;115617743;115618048;Mkrn2;305;+;3.305402573;0.209701289;0.97090886;0.087214131;0.731596437
chr11;87863429;87863802;Mks1;373;+;4.062988094;0.170600347;1.076939788;0.061528242;0.852370553
chr6;124935893;124936149;Mlf2;256;+;7.242900221;0.095700225;1.780432161;0.031192449;0.912023752
chr11;97685208;97685458;Mllt6;250;+;2.133801385;0.324841471;0.508114753;0.10153048;0.867796348
chr11;101091957;101092207;Mlx;250;+;3.252495593;0.213112412;0.681777734;0.056519348;0.894063998
chr14;54442188;54442456;Mmp14;268;+;2.805225302;0.247091448;0.780390652;0.095231409;0.789249135
chr4;24602698;24602948;Mms22l;250;+;1.68758874;0.410732286;0.302547977;0.089720264;0.891896534
chr12;73272601;73272851;Mnat1;250;+;5.781682354;0.119886763;1.860619439;0.056888565;0.810510842
chr9;72458324;72458752;Mns1;428;+;5.202797343;0.133225866;1.622811739;0.060391444;0.779659332
chr11;74845459;74845725;Mnt;266;+;1.820922706;0.380657113;0.572139654;0.174401013;0.719638896
chr6;83343441;83343775;Mob1a;334;+;2.151839315;0.322118467;0.354273871;0.063484841;0.929818041
chr1;55152725;55153075;Mob4;350;+;3.141748338;0.220624667;0.828606761;0.079031518;0.854558623
chr1;55154591;55154899;Mob4;308;+;2.198914118;0.315222489;0.322758499;0.054228304;0.947284051
chr2;168232045;168232303;Mocs3;258;+;2.255949893;0.307252915;0.708683675;0.140728934;0.763610224
chr6;83118641;83118901;Mogs;260;+;3.568525461;0.194239102;0.741629882;0.050958204;0.907877274
chr16;48630650;48630912;Morc1;262;+;5.01428345;0.138234543;2.135649405;0.102555766;0.618210752
chr11;3690114;3690510;Morc2a;396;+;3.21543689;0.215568585;0.652061003;0.054835449;0.898843498
chr16;93875823;93876073;Morc3;250;+;2.01920236;0.343277719;0.341012369;0.069754884;0.923549676
chr19;41526711;41526961;Morf4l1b;250;+;6.389386021;0.108484161;1.824589425;0.043362075;0.857062707
chr11;32231767;32232024;Mpg;257;+;4.420427204;0.156805473;1.352445437;0.069123894;0.78129286
chr14;56697177;56697429;Mphosph8;252;+;2.925484519;0.236934148;0.611220748;0.062576733;0.878350363
chr13;17697084;17697334;Mplkip;250;+;3.75397239;0.184643654;0.869371704;0.055648593;0.879767747
chr12;78840463;78840713;Mpp5;250;+;5.925438984;0.116978199;2.893759934;0.111656551;0.602280783
chr6;50198126;50198598;Mpp6;472;+;7.042186402;0.098427838;2.898449115;0.068848013;0.738402509
chr11;59775968;59776218;Mprip;250;+;6.76945549;0.102393343;2.671117106;0.066735488;0.755466374
chr9;45053763;45054043;Mpzl2;280;+;2.677047383;0.258922268;0.522803282;0.062836617;0.910694547
chr11;76250350;76250622;Mrm3;272;+;2.863019578;0.242103542;1.049479684;0.140103203;0.698473912
chr5;96264156;96264417;Mrpl1;261;+;5.227559514;0.132594795;1.964679698;0.07983938;0.708284564
chr11;97048744;97049213;Mrpl10;469;+;4.277770989;0.162034663;1.084934969;0.05505985;0.872066997
chr19;4964699;4964949;Mrpl11;250;+;5.947783939;0.116538729;1.436618076;0.037112722;0.879969054
chr11;120488448;120488756;Mrpl12;308;+;3.719196404;0.186370147;0.696452051;0.042940406;0.927536368
chr17;45698231;45698495;Mrpl14;264;+;3.706452437;0.187010947;1.282579494;0.098955849;0.725549272
chr19;11774544;11774946;Mrpl16;402;+;3.398230636;0.203972966;0.378787351;0.025588286;0.969187108
chr17;46649882;46650134;Mrpl2;252;+;5.307150435;0.130606281;1.410407677;0.047272328;0.861254247
chr4;155808579;155808829;Mrpl20;250;+;4.711573604;0.147115855;0.775663847;0.028992649;0.940272802
chr19;3290944;3291201;Mrpl21;257;+;6.923186685;0.100119672;1.870265168;0.037057836;0.860176018
chr11;58179304;58179581;Mrpl22;277;+;5.208358259;0.133083622;1.114314227;0.036222613;0.908544389
chr7;142540490;142540746;Mrpl23;256;+;9.885162956;0.070119955;4.452575528;0.057470662;0.731604327
chr3;87923183;87923449;Mrpl24;266;+;7.449872312;0.093041485;2.432531115;0.045108813;0.838044058
chr11;94659837;94660087;Mrpl27;250;+;2.786781685;0.24872676;0.798215862;0.099839615;0.659247815
chr17;26126362;26126613;Mrpl28;251;+;5.652745607;0.122621329;1.221329635;0.033795307;0.91286356
chr9;105077201;105077566;Mrpl3;365;+;5.137964385;0.134906965;1.843863297;0.075513773;0.756876591
chr1;37898083;37898345;Mrpl30;262;+;5.495403433;0.126132174;1.658380041;0.054514935;0.831454382
chr5;31622381;31622644;Mrpl33;263;+;7.301774683;0.094928591;2.111631486;0.038622095;0.881834193
chr8;71465499;71465753;Mrpl34;254;+;5.910718738;0.117269525;2.017030954;0.060748646;0.801203207
chr13;73331922;73332179;Mrpl36;257;+;4.824760623;0.143664574;1.455092437;0.062037335;0.804905926
chr9;21008581;21008837;Mrpl4;256;+;6.620931011;0.104690289;2.430529419;0.060722778;0.779702406
chr1;79781195;79781446;Mrpl44;251;+;3.059768387;0.226535833;0.70238219;0.067496253;0.878315223
chr11;97328858;97329108;Mrpl45;250;+;4.092865024;0.169355006;1.186273973;0.069119265;0.798167321
chr6;125193269;125193553;Mrpl51;284;+;5.933510641;0.116819068;1.786175051;0.050311652;0.849742181
chr14;54429500;54429755;Mrpl52;255;+;9.947192379;0.069682696;4.538343663;0.058467899;0.755394255
chr6;83109682;83109937;Mrpl53;255;+;4.329078728;0.160114247;0.564544647;0.024011375;0.963508978
chr11;59205639;59206135;Mrpl55;496;+;5.875496192;0.117972535;2.361849364;0.079300331;0.726092089
chr14;57826701;57826951;Mrpl57;250;+;4.810345518;0.144095092;1.096775817;0.042557438;0.890332564
chr11;115410663;115410919;Mrpl58;256;+;4.284671764;0.161773694;1.535848293;0.090387708;0.699855506
chr17;47378428;47378682;Mrps10;254;+;5.263277439;0.131694973;1.125781506;0.035833211;0.911392378
chr1;160199567;160199817;Mrps14;250;+;9.612240655;0.072110885;4.361619477;0.05990153;0.737808077
chr1;160199818;160200072;Mrps14;254;+;5.27084041;0.131506008;1.932624709;0.076134014;0.622226453
chr5;129718004;129718691;Mrps17;687;+;5.326367175;0.130135073;1.370778117;0.045097281;0.882079053
chr17;46128658;46128908;Mrps18a;250;+;2.672972946;0.259316946;0.648894466;0.083133798;0.813244347
chr2;28470395;28470651;Mrps2;256;+;2.170968628;0.319280146;0.575002959;0.115031941;0.793022893
chr2;28470912;28471177;Mrps2;265;+;2.467816181;0.280874721;0.464449782;0.065116497;0.917722145
chr11;88211110;88211518;Mrps23;408;+;2.597782307;0.266822658;0.66696651;0.092169215;0.827077985
chr2;130565144;130565397;Mrps26;253;+;3.945830311;0.175665735;1.067860396;0.06518014;0.846584671
chr8;22429224;22429665;Mrps31;441;+;3.814139351;0.181730953;0.985014172;0.063273116;0.845082769
chr17;24896023;24896290;Mrps34;267;+;3.65674234;0.189553191;0.669620125;0.042491945;0.92431535
chr6;147070650;147070902;Mrps35;252;+;4.980223374;0.139179938;1.296294091;0.048974374;0.876962097
chr2;127603729;127603986;Mrps5;257;+;7.544869835;0.091869999;3.285465409;0.070863358;0.730786603
chr16;92111977;92112230;Mrps6;253;+;4.994516028;0.138781651;1.253490243;0.046501001;0.881413601
chr11;115607085;115607625;Mrps7;540;+;3.939030102;0.175968998;1.036702164;0.062855558;0.850006991
chr1;42905433;42905684;Mrps9;251;+;2.880541378;0.240630871;0.498571232;0.050366555;0.922691503
chr2;36189343;36189593;Mrrf;250;+;5.103610018;0.135815076;2.217055906;0.104314558;0.609595426
chr9;37523900;37524200;Msantd2;300;+;2.449923109;0.282926096;0.491602465;0.071023694;0.898799669
chr4;48561669;48561925;Msantd3;256;+;3.084178717;0.224742871;0.803334174;0.079156482;0.851680132
chr9;4386463;4386869;Msantd4;406;+;2.327320808;0.297830526;0.606192862;0.104897918;0.829146152
chr17;87723463;87723714;Msh2;251;+;5.381960905;0.128790824;1.21125923;0.037403556;0.915393562
chr17;87990636;87990892;Msh6;256;+;3.819812522;0.181461047;0.55652457;0.030946558;0.957597255
chr9;101103631;101103889;Msl2;258;+;2.64586521;0.261973731;0.635391896;0.082794427;0.858024163
chrX;96168303;96168555;Msn;252;+;7.360505858;0.094171134;1.620216077;0.026580119;0.936611105
